Transportadora;CIDADE ORIGEM;CIDADE DESTINO;UF;Até 10kg;Até 20kg;Até 30kg; Até 40kg ; Até 50kg ; Até 60kg ; Até 70kg ;Até 80kg;Até 90kg;Até 100kg;Até 150kg;TX Embarque;Frete Valor;Frete Peso; TX ADM ;GRIS; GRISS MINIMO ; TDE ; TAXA QUIMICO ; QTDE PRAÇA ;FRAÇÃO;MINIMO; Sigla Praça 
Expresso Princesa;CURITIBA;BAURU;SP; R$ 29,93 ; R$ 35,91 ; R$ 38,91 ; R$ 44,89 ; R$ 44,89 ; R$ 47,88 ; R$ 47,88 ; R$ 59,85 ; R$ 59,85 ; R$ 59,85 ;;;0,30%;0,60000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;BELA VISTA DA CAROBA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;BITURUNA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;BOM SUCESSO DO SUL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;BRACO DO NORTE;SC; R$ 24,85 ; R$ 28,82 ; R$ 29,82 ; R$ 34,78 ; R$ 34,78 ; R$ 39,75 ; R$ 39,75 ; R$ 49,69 ; R$ 49,69 ; R$ 49,69 ;;;0,30%;0,51000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CAMBIRA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CAMPINAS;SP; R$ 32,92 ; R$ 39,50 ; R$ 42,80 ; R$ 49,38 ; R$ 49,38 ; R$ 52,67 ; R$ 52,67 ; R$ 65,84 ; R$ 65,84 ; R$ 65,84 ;;;0,30%;0,66000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CAMPO DO TENENTE;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CAMPO MOURAO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CAMPO NOVO;RS; R$ 30,06 ; R$ 33,40 ; R$ 40,08 ; R$ 46,77 ; R$ 53,45 ; R$ 53,45 ; R$ 53,45 ; R$ 66,81 ; R$ 66,81 ; R$ 66,81 ;;;0,30%;0,67000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CARAMBEI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CASCAVEL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CASTRO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CATANDUVAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CATANDUVAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;3,94;
Expresso Princesa;CURITIBA;CHAPECO;SC; R$ 24,85 ; R$ 28,82 ; R$ 29,82 ; R$ 34,78 ; R$ 34,78 ; R$ 39,75 ; R$ 39,75 ; R$ 49,69 ; R$ 49,69 ; R$ 49,69 ;;;0,30%;0,51000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CIANORTE;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CIDADE GAUCHA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;COLORADO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CONTENDA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CORNELIO PROCOPIO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CRUZ MACHADO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CURITIBA;PR; R$ 21,58 ; R$ 21,58 ; R$ 23,14 ; R$ 23,14 ; R$ 26,70 ; R$ 26,70 ; R$ 28,48 ; R$ 28,48 ; R$ 28,48 ; R$ 35,61 ;;;0,30%;0,35360;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;DOIS VIZINHOS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;FERNANDES PINHEIRO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;FOZ DO IGUACU;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;FRANCISCO BELTRAO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;GENERAL CARNEIRO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;GUARACI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;GUARAPUAVA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IGUARACU;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IMBAU;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IMBITUVA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IRATI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IRETAMA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;ITAPEJARA D’OESTE;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;IVAIPORA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;JACAREZINHO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;JAGUARIAIVA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;JOINVILLE;SC; R$ 24,85 ; R$ 28,82 ; R$ 29,82 ; R$ 34,78 ; R$ 34,78 ; R$ 39,75 ; R$ 39,75 ; R$ 49,69 ; R$ 49,69 ; R$ 49,69 ;;;0,30%;0,51000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;LAPA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;LONDRINA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MALLET;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MANDAGUARI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MANDIRITUBA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MANOEL RIBAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MARECHAL CANDI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MARECHAL CANDIDO RONDON;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MARINGA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MATELANDIA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MAUA;SP; R$ 29,93 ; R$ 35,91 ; R$ 38,91 ; R$ 44,89 ; R$ 44,89 ; R$ 47,88 ; R$ 47,88 ; R$ 59,85 ; R$ 59,85 ; R$ 59,85 ;;;0,30%;0,60000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MAUA DA SERRA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;MEDIANEIRA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;NOVA ESPERANCA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;NOVA ESPERANCA DO SUDOESTE;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PALHOCA;SC; R$ 28,43 ; R$ 32,97 ; R$ 34,11 ; R$ 39,79 ; R$ 39,79 ; R$ 45,47 ; R$ 45,47 ; R$ 56,85 ; R$ 56,85 ; R$ 56,85 ;;;0,30%;0,57000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PALMEIRA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PALOTINA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PARANAGUA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PARANAVAI;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PASSO FUNDO;RS; R$ 30,06 ; R$ 33,40 ; R$ 40,08 ; R$ 46,77 ; R$ 46,77 ; R$ 53,45 ; R$ 53,45 ; R$ 66,81 ; R$ 66,81 ; R$ 66,81 ;;;0,30%;0,67000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PATO BRANCO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PAULA FREITAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PAULO FRONTIN;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PERUIBE;SP; R$ 29,93 ; R$ 35,91 ; R$ 38,91 ; R$ 44,89 ; R$ 44,89 ; R$ 47,88 ; R$ 47,88 ; R$ 59,85 ; R$ 59,85 ; R$ 59,85 ;;;0,30%;0,60000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PIEN;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 46,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PIRAI DO SUL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PLANALTO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PONTA GROSSA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PORECATU;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PORTO ALEGRE;RS; R$ 26,16 ; R$ 26,16 ; R$ 29,82 ; R$ 34,78 ; R$ 34,78 ; R$ 39,75 ; R$ 39,75 ; R$ 49,69 ; R$ 49,69 ; R$ 49,69 ;;;0,30%;0,51000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PORTO AMAZONAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PORTO RICO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PORTO VITORIA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PRUDENTOPOLIS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;QUITANDINHA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;REBOUCAS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;RIO AZUL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;RIO BRANCO DO SUL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;RIO NEGRO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SALTO;SP; R$ 29,93 ; R$ 35,91 ; R$ 38,91 ; R$ 44,89 ; R$ 44,89 ; R$ 47,88 ; R$ 47,88 ; R$ 59,85 ; R$ 59,85 ; R$ 59,85 ;;;0,30%;0,60000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SANTANA DO ITARARE;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SANTO INACIO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SAO JOSE DO RIO PRETO;SP; R$ 29,93 ; R$ 35,91 ; R$ 38,91 ; R$ 44,89 ; R$ 44,89 ; R$ 47,88 ; R$ 47,88 ; R$ 59,85 ; R$ 59,85 ; R$ 59,85 ;;;0,30%;0,60000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SAO JOSE DOS PINHAIS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SAO JOSE DOS PINHAIS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SAO MATEUS DO SUL;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SÃO PAULO;SP; R$ 27,21 ; R$ 27,21 ; R$ 29,18 ; R$ 33,66 ; R$ 33,66 ; R$ 35,91 ; R$ 35,91 ; R$ 44,89 ; R$ 44,89 ; R$ 44,89 ;;;0,30%;0,43000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;SÃO PAULO;SP; R$ 27,21 ; R$ 27,21 ; R$ 29,18 ; R$ 33,66 ; R$ 33,66 ; R$ 35,91 ; R$ 35,91 ; R$ 44,89 ; R$ 44,89 ; R$ 44,89 ;;;0,30%;0,43000;;0,10%;;;;;;3,94;
